sample_id,source,question,gold_answer,task_type
hotpotqa_0745,hotpotqa,"What is the name of the Tindersticks' soundtrack for which the film, written by Denis and Jean-Pol Fargeau, is also named?",Trouble Every Day,entity
hotpotqa_0707,hotpotqa,"A radio comedy broadcast on BBC Radio 4 that satirizes the week's news, in its early days featured the voice of an English comedian born in what city in 1969?",East Dulwich,entity
hotpotqa_0001,hotpotqa,The Oberoi family is part of a hotel company that has a head office in what city?,Delhi,entity
musique_0663,musique,where did the actor who played clyde in Bonnie and Clyde attend school?,Northwestern's School of Communication,compositional
musique_0076,musique,What is the family of the current leader of Saudi Arabia?,Al Saud,entity
squad_0218,squad,"There were protested as a part of the construction at Eddy Street Commons, they came due tot he hiring of whom?",non-union workers,other
musique_0962,musique,When did the manufacturer of Tava change from sugar to corn syrup?,the 1980s,temporal
squad_0006,squad,How often is Notre Dame's the Juggler published?,twice,numerical
squad_0456,squad,Who did Beyoncé marry?,Jay Z.,entity
hotpotqa_0910,hotpotqa,Eric Jacobson performed the Muppet character who was part of what fictional band?,Dr. Teeth and The Electric Mayhem,entity
musique_0492,musique,"Along with the performer of peaking for Trees, what indie/folk musician is based in Miami?",Iron & Wine,compositional
hotpotqa_0151,hotpotqa,Mackenzie Davis appeared in the 2013 Canadian romantic comedy film directed by whom?,Michael Dowse,entity
musique_0219,musique,What was the first year of men's basketball at the university that Danny Manning played for?,1898,compositional
squad_0463,squad,"What genre of film was the movie, Obsessed, in which Beyonce starred in?",thriller,entity
hotpotqa_0883,hotpotqa,Reader's Digest and Scientific American are both what?,magazine,entity
musique_0310,musique,How many episodes are there of the series which includes Achy Jakey Heart?,98,numerical
musique_0515,musique,What award was received by the actor of Glen Miller in The Glenn Miller Story?,Academy Honorary Award,entity
hotpotqa_0229,hotpotqa,Joh Bruce Yeh founded a chamber ensemble who won a Grammy in 1985 for their recording of this work based on what Rusian folk tale?,The Runaway Soldier and the Devil,compositional
squad_0494,squad,What did Beyoncé announce in January 2010?,a hiatus,entity
musique_0523,musique,"Along with the singer of Nude as the News, what indie/folk musician is based in Miami?",Iron & Wine,compositional
squad_0343,squad,What record company first signed Beyonce's group and later cut them?,Elektra Records,entity
musique_0974,musique,"Where are the San Juan Mountains, in the state where the Acoma Pueblo Revolt of 1598 took place?",northwestern New Mexico,compositional
hotpotqa_0303,hotpotqa,What is the meaning of Trevor Prangley's other division the fought in aside from Light Weight?,refers to different weight classes,other
musique_0120,musique,When did the sports team that Junior Félix played for win their last World Series?,1993,temporal
squad_0195,squad,Where among US universities does Notre Dame rank?,among the top twenty,other
squad_0308,squad,How many records has Beyonce sold in her 19 year career?,118 million,numerical
musique_0647,musique,Who sings with the performer of Get Off on the Pain on Every Storm?,Co-writer Hillary Lindsey,compositional
hotpotqa_0697,hotpotqa,What year was Curious George released along with the record company that produced the soundtrack for the movie?,2006,compositional
hotpotqa_0466,hotpotqa,What number album of Taylor Swift did Colbie Marie Caillat win a Grammy for?,second,other
musique_0185,musique,When was the record label of Factory Floor established?,2001,temporal
musique_0706,musique,Where did the chief supporter of the bill that got Jefferson motivated to draft his Statute deliver his memorable speech?,St. John's Church,compositional
hotpotqa_0606,hotpotqa,"In what conference is the University that had a coach born on September 9th, 1960?",the Big 12 Conference,compositional
musique_0853,musique,In WWII when did Australian troops fight in the birthplace of Erin Stewart?,October 1944,temporal
musique_0048,musique,Who is the spouse of one of the artist who have had concerts in the stadium?,David Furnish,compositional
musique_0547,musique,What district in the country experiencing violence of protesters against police contains Birpur?,Kapilvastu District,entity
squad_0422,squad,How many albums did Beyonce sell in the first week when she released her second album?,"541,000",numerical
hotpotqa_0188,hotpotqa,The Pineground Bridge formerly carried Depot Road over the Suncook River into a town with a population of what?,"2,523",numerical
hotpotqa_0211,hotpotqa,"The John Messer Barn is a historic structure within the Great Smoky Mountains National Park in Sevier County, Tennessee, this barn is a different Messer Barn in which valley, in the Great Smoky Mounta",Cataloochee,compositional
musique_0666,musique,Who is the spouse of the person under whose direction La symphonie fantastique was produced?,Martine Carol,compositional
musique_0697,musique,"What movie stars Morgan Freeman, Robert De Niro and Catherine Zeta-Jones's husband?",Last Vegas,entity
musique_0594,musique,"Who sings ""meet me in Montana"" with the performer of ""All in Love""",Dan Seals,entity
musique_0305,musique,In what year did the leader of schools in the Royal Palace die,1820,temporal
hotpotqa_0575,hotpotqa,What song recorded by Fergie was produced by Polow da Don and was followed by Life Goes On?,M.I.L.F. $,compositional
hotpotqa_0738,hotpotqa,Diane Roark was wrongly suspected of leaking information to a New York Times reporter that has co-written two books about what agency?,Central Intelligence Agency,entity
hotpotqa_0521,hotpotqa,Which  province in the north of the island of Ireland did Queen Medb of Connacht  made his invasion,Ulster,entity
musique_0350,musique,Who was reigning when the company that repaired Grand Trunk Road from Calcutta to Delhi was founded in London?,Queen Elizabeth I,compositional
musique_0800,musique,What percentage of BYU students are members of the church who come together in Gatherings?,Approximately 99 percent,numerical
musique_0058,musique,Who did the members of Kassetten's performers collaborate with?,the Birthday Party,entity
musique_0527,musique,Who is the spouse of the director of La pequeña señora de Pérez?,Susana Freyre,compositional
hotpotqa_0545,hotpotqa,The Volkswagen Golf Estate is the estate/station wagon version a the compact car which was the best selling car in Europe in what year?,2001,temporal
musique_0125,musique,Who produced the series A-Haunting We Will Go was part of?,Warner Bros.,entity
hotpotqa_0407,hotpotqa,"Charles Hutchison and Reginald Barker, have which mutual occupation?",film director,entity
squad_0282,squad,What role did Beyoncé have in Destiny's Child?,lead singer,entity
squad_0454,squad,How much did the second world tour make in dollars?,119.5 million,numerical
musique_0307,musique,Which title is used for the leader of the major opponent to Freemasonry?,"the Bishop of Rome, who is known as the Pope",entity
hotpotqa_0046,hotpotqa,"Don Barry Mason was the founder of the Psychedelic Shamanistic Institute (PSI), which other member that's Welsh, that died on 10 April 2016?",Dennis Howard Marks,compositional
musique_0583,musique,Who sings with the performer of Man of Me on Every Storm?,Co-writer Hillary Lindsey,compositional
musique_0401,musique,Where in Plymouth is the operator of Rother-class lifeboat based?,Millbay Docks,entity
hotpotqa_0813,hotpotqa,"Johanna Veenstra (1894–1933) was the first missionary of the Christian Reformed Church (CRC) to go to Nigeria,   was an ocean liner designed by Leonard Peskett and built by Swan, Hunter & Wigham Richa",British Cunard Line,compositional
musique_0160,musique,In what county is WGLB located?,Waukesha County,entity
musique_0143,musique,What year was the end of the manufacturer of the Hudson Wasp?,1954,temporal
squad_0025,squad,What type of degree is an M.Div.?,Master of Divinity,entity
squad_0053,squad,What professorship did Father Josh Carrier hold at Notre Dame?,Professor of Chemistry and Physics,entity
hotpotqa_0536,hotpotqa,What is the name of the character in Quantico played by the same actor who starred in Tower Block?,Harry Doyle,entity
musique_0167,musique,How many times did the athlete who won the 2015 Royal Rumble win the WWE championship?,three,numerical
musique_0003,musique,When was the publisher of Crux launched?,1998,temporal
musique_0263,musique,When did the largest Presbyterian denomination come to the Indian state with capital Aizawl.,1894,temporal
musique_0287,musique,"While Anson led the Chicago Cubs, how many pennants did they win in the league that employed Bill Engeln?",six,numerical
musique_0696,musique,Who did the performer of I Could Break Your Heart Any Day of the Week play in The Princess Diaries?,Lana Thomas,entity
hotpotqa_0734,hotpotqa,"What music magazine ran from 1942 to 2008 and had a compilation album ""The Wild Bunch"" in 1984?",Hit Parader,compositional
hotpotqa_0459,hotpotqa,When was the record producer that produced Love Has Come for You born? ,22 June 1944,temporal
musique_0626,musique,In what year was the performer of Real Gone Kid created?,1985,entity
musique_0780,musique,What was the league of the sports team that Mike Volcan played on?,Canadian Football League,entity
hotpotqa_0573,hotpotqa,"Where are the metalcore band from, that released second full-length album titled Rage?","Atlanta, Georgia",entity
squad_0130,squad,When Malloy became president of Notre Dame what was the size of the endowment?,$350 million,temporal
